customer_id,first_name,last_name,email,phone,join_date,country
C0400,Grace,Williams,user400@gmail,07012345678,04-01-2023,NG
C0401,,,user401@gmail.com,0803-123-4567,21-06-2023,Nigeria
C0402,David,Ola,user402@gmail.com,,13-04-2023,NG
C0403,Ahmed,Williams,user403@gmail.com,07012345678,2023/12/22,NG
C0404,Grace,Ola,user404@gmail.com,0803-123-4567,2023-07-06,Nigeria
C0405,Ahmed,,user405@gmail.com,08031234567,2023/08/25,Nigeria
C0406,,,user406@gmail.com,,05-02-2023,NG
C0407,Ahmed,,user407@gmail.com,07012345678,2023-12-04,NG
C0408,,Smith,user408@gmail.com,8123456789,2023/09/03,NG
C0409,,Ali,user409@gmail,07012345678,2023/12/26,Nigeria
C0410,Mary,,user410@gmail.com,,2023-07-01,Nigeria
C0411,,,user411@gmail.com,0803-123-4567,2023-02-24,Nigeria
C0412,David,Khan,user412@gmail.com,8123456789,2023/10/13,Nigeria
C0413,,Ola,user413@gmail.com,,2023/10/29,Nigeria
C0414,Esther,Smith,user414@gmail.com,07012345678,2023-08-01,Nigeria
C0415,Ahmed,Ola,user415@gmail.com,0803-123-4567,2023/04/16,NG
C0416,Esther,Williams,user416@gmail,,23-12-2023,NG
C0417,Mary,Ola,user417@gmail,,2023-02-28,NG
C0418,Mary,,user418@gmail.com,,2023/05/05,Nigeria
C0419,Ahmed,Ola,user419@gmail.com,0803-123-4567,29-04-2023,Nigeria
C0420,Ahmed,,user420@gmail.com,0803-123-4567,2023/01/15,Nigeria
C0421,,Ali,user421@gmail.com,08031234567,2023-12-27,Nigeria
C0422,David,,user422@gmail.com,08031234567,2023-10-23,Nigeria
C0423,Esther,Ola,user423@gmail,08031234567,2023/05/15,NG
C0424,Esther,Ali,user424@gmail.com,0803-123-4567,2023-10-28,NG
C0425,Esther,,user425@gmail.com,08123456789,2023/12/11,NG
C0426,Mary,,user426@gmail,08031234567,03-05-2023,Nigeria
C0427,Ahmed,Ola,user427@gmail.com,8123456789,18-07-2023,Nigeria
C0428,,Williams,user428@gmail,,2023/10/03,Nigeria
C0429,Ahmed,Williams,user429@gmail.com,08123456789,11-06-2023,Nigeria
C0430,Esther,Smith,user430@gmail.com,08123456789,2023/07/16,NG
C0431,,,user431@gmail.com,,16-08-2023,Nigeria
C0432,Mary,Ali,user432@gmail,08123456789,2023-05-30,NG
C0433,Grace,Ali,user433@gmail.com,0803-123-4567,2023/10/17,NG
C0434,Mary,Ali,user434@gmail,8123456789,2023/07/07,Nigeria
C0435,,Ali,user435@gmail.com,0803-123-4567,2023/02/22,Nigeria
C0436,David,,user436@gmail.com,0803-123-4567,15-05-2023,Nigeria
C0437,,,user437@gmail.com,08123456789,2023/04/18,NG
C0438,,Khan,user438@gmail.com,08123456789,2023-04-16,NG
C0439,David,Ali,user439@gmail.com,07012345678,27-12-2023,NG
C0440,David,,user440@gmail.com,,2023-02-18,NG
C0441,John,Ola,user441@gmail.com,08123456789,2023-12-26,Nigeria
C0442,Ahmed,,user442@gmail.com,08123456789,13-12-2023,NG
C0443,Ahmed,Ali,user443@gmail.com,,01-08-2023,NG
C0444,Mary,,user444@gmail.com,08031234567,2023/07/26,NG
C0445,Esther,Williams,user445@gmail.com,07012345678,2023-10-25,Nigeria
C0446,,,user446@gmail.com,07012345678,2023/02/02,NG
C0447,Grace,Williams,user447@gmail.com,0803-123-4567,18-05-2023,NG
C0448,Esther,Ali,user448@gmail.com,8123456789,06-09-2023,Nigeria
C0449,John,Smith,user449@gmail.com,0803-123-4567,2023-01-09,Nigeria
C0450,,Williams,user450@gmail,0803-123-4567,2023/04/14,Nigeria
C0451,David,Khan,user451@gmail.com,07012345678,2023/02/17,NG
C0452,David,Smith,user452@gmail.com,,2023-03-26,NG
C0453,David,,user453@gmail.com,08123456789,2023/08/08,Nigeria
C0454,Mary,Smith,user454@gmail.com,08031234567,2023/03/09,Nigeria
C0455,,Smith,user455@gmail,07012345678,03-03-2023,Nigeria
C0456,,Smith,user456@gmail.com,08031234567,2023-02-22,NG
C0457,Esther,Ola,user457@gmail,08123456789,2023/11/25,Nigeria
C0458,Mary,Ali,user458@gmail.com,8123456789,2023-11-29,NG
C0459,Esther,,user459@gmail.com,,19-03-2023,NG
C0460,Grace,Smith,user460@gmail.com,08123456789,2023/03/05,NG
C0461,Esther,Williams,user461@gmail.com,08123456789,07-05-2023,Nigeria
C0462,Grace,Ali,user462@gmail.com,,08-11-2023,Nigeria
C0463,David,Khan,user463@gmail.com,8123456789,2023/04/07,NG
C0464,David,,user464@gmail,08123456789,11-09-2023,Nigeria
C0465,Grace,Williams,user465@gmail.com,08031234567,2023-09-28,NG
C0466,Esther,Khan,user466@gmail.com,8123456789,04-08-2023,Nigeria
C0467,,,user467@gmail,8123456789,2023-02-04,NG
C0468,Grace,Smith,user468@gmail.com,0803-123-4567,17-09-2023,NG
C0469,,,user469@gmail.com,,2023/10/02,Nigeria
C0470,David,Smith,user470@gmail.com,8123456789,2023-04-15,NG
C0471,,Ali,user471@gmail.com,,2023/12/15,Nigeria
C0472,David,,user472@gmail.com,08123456789,2023-01-30,Nigeria
C0473,,Smith,user473@gmail.com,8123456789,29-01-2023,Nigeria
C0474,Mary,Smith,user474@gmail.com,,2023-01-06,NG
C0475,Esther,Ali,user475@gmail.com,,2023-05-13,NG
C0476,Ahmed,,user476@gmail.com,07012345678,2023-03-02,NG
C0477,,Ola,user477@gmail.com,07012345678,2023/12/31,Nigeria
C0478,,Williams,user478@gmail.com,08031234567,2023/09/13,Nigeria
C0479,Esther,Khan,user479@gmail.com,08031234567,2023/10/21,Nigeria
C0480,Grace,,user480@gmail.com,08031234567,2023-01-07,Nigeria
C0481,,Ola,user481@gmail.com,08123456789,2023-04-02,NG
C0482,Grace,Ola,user482@gmail.com,,13-06-2023,Nigeria
C0483,Esther,Smith,user483@gmail.com,08031234567,2023-04-02,Nigeria
C0484,,Smith,user484@gmail.com,07012345678,09-06-2023,Nigeria
C0485,,Smith,user485@gmail.com,07012345678,16-10-2023,Nigeria
C0486,,Ola,user486@gmail.com,0803-123-4567,2023/04/11,Nigeria
C0487,Ahmed,Smith,user487@gmail.com,08031234567,2023/04/30,NG
C0488,John,Ola,user488@gmail,,2023/07/12,NG
C0489,Mary,Khan,user489@gmail.com,08123456789,03-08-2023,Nigeria
C0490,Ahmed,,user490@gmail.com,08031234567,2023/04/29,NG
C0491,Esther,Williams,user491@gmail.com,08031234567,2023-10-25,Nigeria
C0492,,Smith,user492@gmail.com,08031234567,2023/08/11,Nigeria
C0493,Grace,Ola,user493@gmail.com,07012345678,2023/07/21,NG
C0494,Esther,Williams,user494@gmail.com,08031234567,2023-04-14,Nigeria
C0495,Ahmed,Smith,user495@gmail,0803-123-4567,10-06-2023,Nigeria
C0496,Esther,,user496@gmail.com,07012345678,26-08-2023,Nigeria
C0497,Mary,Khan,user497@gmail.com,07012345678,2023/12/27,Nigeria
C0498,Grace,,user498@gmail.com,08123456789,2023/02/16,Nigeria
C0499,Esther,Williams,user499@gmail.com,,03-06-2023,Nigeria
C0500,John,Williams,user500@gmail.com,8123456789,2023-10-09,Nigeria
C0501,,Smith,user501@gmail.com,08123456789,2023-03-04,Nigeria
C0502,Grace,Khan,user502@gmail,0803-123-4567,2023/07/10,Nigeria
C0503,David,,user503@gmail,08031234567,2023/04/12,NG
C0504,Ahmed,Smith,user504@gmail.com,07012345678,2023-03-04,NG
C0505,John,Khan,user505@gmail.com,0803-123-4567,22-07-2023,Nigeria
C0506,,,user506@gmail.com,07012345678,2023-04-20,NG
C0507,David,Williams,user507@gmail.com,08031234567,2023/11/11,Nigeria
C0508,David,Williams,user508@gmail.com,8123456789,2023-09-03,Nigeria
C0509,David,Williams,user509@gmail,08123456789,2023/11/26,Nigeria
C0510,John,Williams,user510@gmail.com,07012345678,2023/09/03,NG
C0511,Esther,Ali,user511@gmail.com,0803-123-4567,2023-05-19,Nigeria
C0512,Esther,Ali,user512@gmail.com,07012345678,30-01-2023,NG
C0513,Grace,Khan,user513@gmail,,04-05-2023,Nigeria
C0514,Grace,Ali,user514@gmail.com,0803-123-4567,2023-07-01,Nigeria
C0515,Grace,Ali,user515@gmail.com,,24-12-2023,Nigeria
C0516,Esther,Ali,user516@gmail.com,8123456789,07-04-2023,NG
C0517,Ahmed,Williams,user517@gmail,08031234567,2023/04/30,Nigeria
C0518,John,Ali,user518@gmail.com,07012345678,2023-11-11,Nigeria
C0519,Esther,,user519@gmail,07012345678,2023-01-31,Nigeria
C0520,Ahmed,,user520@gmail,8123456789,2023-07-06,NG
C0521,,Ali,user521@gmail,07012345678,2023-06-15,Nigeria
C0522,,,user522@gmail.com,0803-123-4567,29-11-2023,Nigeria
C0523,Esther,Khan,user523@gmail.com,08123456789,13-07-2023,NG
C0524,Ahmed,Khan,user524@gmail.com,,21-10-2023,Nigeria
C0525,Ahmed,Ali,user525@gmail.com,8123456789,2023/04/24,Nigeria
C0526,,Khan,user526@gmail.com,08031234567,02-05-2023,NG
C0527,Ahmed,,user527@gmail.com,08031234567,2023/12/29,NG
C0528,,Smith,user528@gmail.com,08123456789,2023-12-21,NG
C0529,David,,user529@gmail,08031234567,25-01-2023,NG
C0530,,Khan,user530@gmail.com,0803-123-4567,13-07-2023,NG
C0531,Mary,,user531@gmail.com,8123456789,2023/11/30,Nigeria
C0532,Ahmed,Williams,user532@gmail,08031234567,2023-05-31,NG
C0533,David,Smith,user533@gmail,08123456789,2023-07-12,Nigeria
C0534,Mary,Ola,user534@gmail.com,8123456789,2023/09/05,Nigeria
C0535,,,user535@gmail,0803-123-4567,2023-03-22,Nigeria
C0536,Esther,Khan,user536@gmail.com,0803-123-4567,2023/12/23,NG
C0537,David,Ola,user537@gmail.com,08031234567,2023/07/21,NG
C0538,Ahmed,Smith,user538@gmail.com,0803-123-4567,14-02-2023,NG
C0539,Grace,Smith,user539@gmail,08123456789,23-11-2023,Nigeria
C0540,,,user540@gmail,0803-123-4567,30-08-2023,NG
C0541,Mary,,user541@gmail.com,08123456789,09-07-2023,NG
C0542,Ahmed,Williams,user542@gmail,0803-123-4567,27-08-2023,Nigeria
C0543,David,Ali,user543@gmail,,2023-12-08,Nigeria
C0544,Esther,,user544@gmail.com,8123456789,2023/04/27,Nigeria
C0545,,,user545@gmail.com,8123456789,18-12-2023,Nigeria
C0546,,Ola,user546@gmail,,2023/01/18,Nigeria
C0547,Mary,,user547@gmail.com,08123456789,2023-04-19,Nigeria
C0548,John,Williams,user548@gmail,,2023-08-11,Nigeria
C0549,David,Ola,user549@gmail.com,08031234567,14-02-2023,NG
C0550,Esther,,user550@gmail.com,0803-123-4567,2023/01/07,NG
C0551,Mary,Williams,user551@gmail,8123456789,2023/10/29,Nigeria
C0552,Mary,Ali,user552@gmail.com,07012345678,02-10-2023,NG
C0553,David,Williams,user553@gmail.com,8123456789,08-11-2023,Nigeria
C0554,Ahmed,Ola,user554@gmail.com,8123456789,2023/11/08,NG
C0555,John,Williams,user555@gmail.com,07012345678,2023-12-20,Nigeria
C0556,,Ola,user556@gmail.com,08031234567,22-06-2023,NG
C0557,David,,user557@gmail.com,,2023-12-17,Nigeria
C0558,Ahmed,Ola,user558@gmail.com,0803-123-4567,14-06-2023,NG
C0559,Mary,Khan,user559@gmail.com,0803-123-4567,2023/09/06,NG
C0560,John,Ali,user560@gmail.com,08031234567,2023/06/09,NG
C0561,Ahmed,,user561@gmail.com,8123456789,2023-01-15,Nigeria
C0562,Grace,,user562@gmail,08031234567,2023-08-22,NG
C0563,Grace,Ola,user563@gmail.com,0803-123-4567,16-09-2023,Nigeria
C0564,John,Khan,user564@gmail.com,8123456789,2023-08-17,NG
C0565,Esther,Ola,user565@gmail,07012345678,2023-12-19,NG
C0566,John,Williams,user566@gmail,8123456789,2023-04-20,Nigeria
C0567,Grace,Ola,user567@gmail.com,8123456789,2023/01/11,Nigeria
C0568,,Khan,user568@gmail.com,8123456789,2023-01-05,NG
C0569,David,,user569@gmail.com,,21-05-2023,NG
C0570,Esther,Williams,user570@gmail.com,0803-123-4567,2023/06/04,NG
C0571,Mary,Smith,user571@gmail.com,,2023/07/11,NG
C0572,David,,user572@gmail,08031234567,22-06-2023,NG
C0573,David,Ola,user573@gmail.com,,2023-06-02,Nigeria
C0574,Grace,Smith,user574@gmail.com,8123456789,2023/07/26,NG
C0575,Ahmed,,user575@gmail,0803-123-4567,01-06-2023,NG
C0576,,Williams,user576@gmail.com,8123456789,2023/12/29,Nigeria
C0577,Esther,,user577@gmail.com,,2023/10/01,NG
C0578,Esther,Ali,user578@gmail.com,08123456789,2023/12/03,Nigeria
C0579,David,Smith,user579@gmail.com,,2023/05/13,Nigeria
C0580,Esther,,user580@gmail,07012345678,2023/04/25,NG
C0581,,,user581@gmail.com,07012345678,2023/05/14,NG
C0582,,,user582@gmail,08031234567,2023/11/21,Nigeria
C0583,,Khan,user583@gmail.com,,2023/07/15,NG
C0584,,Smith,user584@gmail.com,08123456789,2023-03-12,NG
C0585,,Ali,user585@gmail.com,0803-123-4567,15-03-2023,Nigeria
C0586,Mary,Williams,user586@gmail.com,08123456789,2023/06/10,Nigeria
C0587,John,Williams,user587@gmail.com,08123456789,2023-10-23,NG
C0588,Mary,Khan,user588@gmail.com,,08-08-2023,NG
C0589,,Williams,user589@gmail,8123456789,2023/04/13,NG
C0590,John,Ola,user590@gmail.com,8123456789,2023-04-08,Nigeria
C0591,Grace,Khan,user591@gmail.com,07012345678,2023-06-09,Nigeria
C0592,,Ali,user592@gmail.com,08123456789,2023-02-03,NG
C0593,David,Williams,user593@gmail.com,8123456789,26-09-2023,NG
C0594,Ahmed,Ola,user594@gmail.com,0803-123-4567,2023-07-03,Nigeria
C0595,,Smith,user595@gmail.com,,2023-03-09,Nigeria
C0596,Ahmed,Smith,user596@gmail.com,,20-01-2023,NG
C0597,John,Ali,user597@gmail.com,,2023/02/25,Nigeria
C0598,John,,user598@gmail,0803-123-4567,2023-07-14,NG
C0599,,,user599@gmail,,2023/12/18,Nigeria
C0600,David,Williams,user600@gmail.com,,24-09-2023,Nigeria
C0601,,,user601@gmail.com,8123456789,2023-11-13,NG
C0602,Mary,,user602@gmail,08123456789,2023-11-08,NG
C0603,Grace,Ola,user603@gmail.com,07012345678,2023-03-24,NG
C0604,Grace,,user604@gmail.com,07012345678,2023-05-01,Nigeria
C0605,Mary,Smith,user605@gmail.com,,2023-09-10,Nigeria
C0606,Mary,,user606@gmail.com,07012345678,2023-11-26,NG
C0607,David,Ola,user607@gmail.com,08031234567,2023-03-31,NG
C0608,Esther,,user608@gmail.com,0803-123-4567,2023-03-01,Nigeria
C0609,John,,user609@gmail,,29-03-2023,NG
C0610,,Ali,user610@gmail.com,,17-02-2023,NG
C0611,Ahmed,Smith,user611@gmail.com,0803-123-4567,20-05-2023,NG
C0612,,,user612@gmail.com,08123456789,2023-02-27,Nigeria
C0613,Ahmed,Smith,user613@gmail.com,8123456789,2023/09/05,NG
C0614,Ahmed,Ali,user614@gmail.com,07012345678,2023-11-10,Nigeria
C0615,,Williams,user615@gmail,0803-123-4567,2023-08-14,Nigeria
C0616,David,,user616@gmail.com,,2023/12/14,Nigeria
C0617,Esther,Ali,user617@gmail.com,,2023-11-13,NG
C0618,Grace,Williams,user618@gmail.com,,25-11-2023,Nigeria
C0619,John,Smith,user619@gmail.com,08123456789,16-09-2023,NG
C0620,Ahmed,Smith,user620@gmail.com,07012345678,04-05-2023,NG
C0621,John,Ali,user621@gmail.com,,13-07-2023,Nigeria
C0622,Mary,Williams,user622@gmail.com,8123456789,2023-08-18,NG
C0623,,Ola,user623@gmail,0803-123-4567,2023-12-01,Nigeria
C0624,,Williams,user624@gmail,8123456789,2023-01-01,NG
C0625,Grace,,user625@gmail.com,07012345678,2023-07-06,Nigeria
C0626,,Ola,user626@gmail.com,8123456789,04-11-2023,NG
C0627,,Smith,user627@gmail,,2023-04-24,NG
C0628,Esther,,user628@gmail.com,07012345678,2023/10/08,NG
C0629,Mary,Smith,user629@gmail.com,0803-123-4567,2023/03/13,NG
C0630,Mary,Ola,user630@gmail.com,08123456789,03-03-2023,Nigeria
C0631,,,user631@gmail.com,,2023-06-23,NG
C0632,John,,user632@gmail.com,8123456789,05-03-2023,NG
C0633,Ahmed,Williams,user633@gmail,,2023/01/25,NG
C0634,,Ali,user634@gmail.com,08123456789,2023/12/21,Nigeria
C0635,Ahmed,Smith,user635@gmail.com,8123456789,07-11-2023,NG
C0636,,Ali,user636@gmail.com,08123456789,21-05-2023,NG
C0637,David,Williams,user637@gmail.com,08123456789,2023/07/31,NG
C0638,Esther,,user638@gmail.com,8123456789,2023-11-20,Nigeria
C0639,Grace,Ali,user639@gmail.com,,2023/06/26,Nigeria
C0640,Ahmed,Ali,user640@gmail.com,,2023/06/15,Nigeria
C0641,Esther,Ali,user641@gmail.com,8123456789,2023/12/08,NG
C0642,David,,user642@gmail.com,08031234567,2023-09-25,Nigeria
C0643,,Khan,user643@gmail,08031234567,13-04-2023,Nigeria
C0644,David,,user644@gmail.com,08031234567,20-12-2023,Nigeria
C0645,John,Ola,user645@gmail.com,08031234567,2023/11/12,Nigeria
C0646,,Khan,user646@gmail.com,,2023/05/28,Nigeria
C0647,,Williams,user647@gmail.com,,2023/06/10,Nigeria
C0648,John,,user648@gmail.com,8123456789,2023-08-15,NG
C0649,Grace,,user649@gmail.com,08123456789,31-05-2023,Nigeria
C0650,Mary,Khan,user650@gmail.com,,2023-09-21,NG
C0651,John,Williams,user651@gmail.com,07012345678,2023-03-08,NG
C0652,John,Ola,user652@gmail.com,08123456789,2023-01-21,NG
C0653,John,,user653@gmail.com,8123456789,05-12-2023,NG
C0654,Esther,Smith,user654@gmail.com,07012345678,2023-09-27,Nigeria
C0655,Mary,,user655@gmail.com,0803-123-4567,2023/10/06,NG
C0656,Mary,Ola,user656@gmail.com,08123456789,06-12-2023,NG
C0657,Esther,Ola,user657@gmail.com,8123456789,29-09-2023,Nigeria
C0658,Mary,,user658@gmail.com,08123456789,2023/11/25,Nigeria
C0659,John,,user659@gmail.com,0803-123-4567,28-02-2023,NG
C0660,David,Smith,user660@gmail.com,07012345678,2023/09/21,NG
C0661,,Smith,user661@gmail.com,,09-04-2023,Nigeria
C0662,Mary,Khan,user662@gmail.com,8123456789,2023-10-01,Nigeria
C0663,Grace,,user663@gmail.com,08123456789,17-12-2023,Nigeria
C0664,Grace,Ali,user664@gmail.com,,2023/08/11,Nigeria
C0665,Ahmed,Smith,user665@gmail.com,07012345678,2023-01-20,Nigeria
C0666,John,Khan,user666@gmail.com,8123456789,2023/02/06,Nigeria
C0667,David,Williams,user667@gmail.com,,27-07-2023,NG
C0668,John,Williams,user668@gmail.com,8123456789,2023/01/04,Nigeria
C0669,John,,user669@gmail.com,07012345678,2023-09-15,NG
C0670,David,Ali,user670@gmail,0803-123-4567,15-07-2023,Nigeria
C0671,,Khan,user671@gmail.com,08123456789,2023/07/20,NG
C0672,Ahmed,Ola,user672@gmail.com,,28-11-2023,Nigeria
C0673,Ahmed,Smith,user673@gmail,8123456789,02-11-2023,Nigeria
C0674,David,Khan,user674@gmail.com,,2023-06-26,NG
C0675,Ahmed,Khan,user675@gmail,8123456789,2023-05-10,Nigeria
C0676,Ahmed,,user676@gmail.com,08031234567,09-10-2023,Nigeria
C0677,David,,user677@gmail,08031234567,2023/04/12,NG
C0678,Esther,Ola,user678@gmail,,2023-05-01,NG
C0679,Mary,Khan,user679@gmail.com,0803-123-4567,2023/06/18,NG
C0680,Ahmed,Ali,user680@gmail.com,07012345678,2023-08-08,Nigeria
C0681,Esther,Khan,user681@gmail.com,,25-11-2023,NG
C0682,Esther,Khan,user682@gmail.com,07012345678,03-09-2023,NG
C0683,Esther,,user683@gmail.com,8123456789,2023-02-25,Nigeria
C0684,David,,user684@gmail.com,8123456789,11-04-2023,Nigeria
C0685,Mary,Smith,user685@gmail.com,,2023/01/16,NG
C0686,Grace,Smith,user686@gmail.com,8123456789,04-10-2023,Nigeria
C0687,Esther,Williams,user687@gmail.com,8123456789,2023-05-29,NG
C0688,Mary,Williams,user688@gmail.com,08031234567,2023-12-06,Nigeria
C0689,Ahmed,Williams,user689@gmail,8123456789,2023/10/17,Nigeria
C0690,,Ola,user690@gmail,0803-123-4567,2023-04-29,NG
C0691,Esther,Khan,user691@gmail,08123456789,23-09-2023,NG
C0692,,Williams,user692@gmail.com,08031234567,29-11-2023,Nigeria
C0693,David,,user693@gmail.com,8123456789,2023/10/06,Nigeria
C0694,,,user694@gmail.com,8123456789,2023-12-01,NG
C0695,,Khan,user695@gmail.com,07012345678,26-06-2023,NG
C0696,John,Ali,user696@gmail.com,0803-123-4567,2023-03-26,Nigeria
C0697,David,Khan,user697@gmail,08123456789,2023/07/05,Nigeria
C0698,Grace,Williams,user698@gmail.com,,28-02-2023,NG
C0699,,Khan,user699@gmail.com,,2023-07-30,Nigeria
C0700,John,Khan,user700@gmail.com,08123456789,2023/03/10,Nigeria
C0701,Ahmed,Smith,user701@gmail,08123456789,22-09-2023,Nigeria
C0702,David,Smith,user702@gmail.com,8123456789,30-08-2023,Nigeria
C0703,Grace,,user703@gmail.com,08123456789,2023-10-26,NG
C0704,Ahmed,,user704@gmail.com,0803-123-4567,2023/11/02,Nigeria
C0705,Grace,Williams,user705@gmail.com,08031234567,2023-01-09,NG
C0706,Ahmed,Ali,user706@gmail,0803-123-4567,2023/11/11,Nigeria
C0707,Mary,Smith,user707@gmail.com,08123456789,2023/11/05,Nigeria
C0708,,Ali,user708@gmail.com,08031234567,2023/12/24,NG
C0709,Grace,,user709@gmail.com,0803-123-4567,2023/06/29,Nigeria
C0710,,Khan,user710@gmail.com,08123456789,12-02-2023,NG
C0711,David,Khan,user711@gmail,,2023/01/04,Nigeria
C0712,John,Williams,user712@gmail.com,,11-06-2023,NG
C0713,Mary,Khan,user713@gmail.com,8123456789,10-05-2023,NG
C0714,Esther,Ali,user714@gmail.com,,2023-07-23,NG
C0715,,Khan,user715@gmail.com,8123456789,05-09-2023,NG
C0716,Esther,,user716@gmail.com,,2023/03/12,Nigeria
C0717,Grace,Williams,user717@gmail.com,08123456789,2023-02-21,NG
C0718,Esther,,user718@gmail.com,,2023/12/17,Nigeria
C0719,Ahmed,Williams,user719@gmail.com,08031234567,2023-02-16,NG
C0720,,Smith,user720@gmail,08123456789,2023-07-09,Nigeria
C0721,,Williams,user721@gmail.com,8123456789,2023/05/27,Nigeria
C0722,Ahmed,,user722@gmail.com,08031234567,2023/04/14,NG
C0723,Grace,Smith,user723@gmail.com,8123456789,2023/09/22,Nigeria
C0724,Ahmed,,user724@gmail,08123456789,2023-12-02,Nigeria
C0725,Mary,Ola,user725@gmail.com,07012345678,09-12-2023,NG
C0726,Grace,Ali,user726@gmail,,2023-02-05,NG
C0727,Esther,Ola,user727@gmail.com,07012345678,2023/04/26,Nigeria
C0728,,Williams,user728@gmail.com,07012345678,31-03-2023,Nigeria
C0729,Mary,Ali,user729@gmail.com,08031234567,20-09-2023,NG
C0730,,Williams,user730@gmail.com,08123456789,23-06-2023,NG
C0731,John,Williams,user731@gmail,08031234567,2023/07/15,Nigeria
C0732,Grace,,user732@gmail.com,07012345678,2023/09/22,Nigeria
C0733,David,Khan,user733@gmail.com,0803-123-4567,2023/12/11,NG
C0734,Mary,Ali,user734@gmail.com,0803-123-4567,10-06-2023,Nigeria
C0735,David,Khan,user735@gmail.com,,08-04-2023,Nigeria
C0736,Grace,,user736@gmail.com,07012345678,2023-04-16,Nigeria
C0737,Grace,,user737@gmail.com,08123456789,2023-02-24,Nigeria
C0738,,Ali,user738@gmail,8123456789,22-01-2023,NG
C0739,Esther,Williams,user739@gmail.com,8123456789,21-05-2023,Nigeria
C0740,David,Williams,user740@gmail.com,8123456789,2023-03-07,NG
C0741,,Ali,user741@gmail,07012345678,2023/07/21,Nigeria
C0742,,Smith,user742@gmail.com,0803-123-4567,2023/06/11,Nigeria
C0743,John,,user743@gmail.com,8123456789,21-02-2023,NG
C0744,David,Khan,user744@gmail.com,08123456789,18-05-2023,NG
C0745,Esther,Khan,user745@gmail.com,08123456789,2023/08/03,NG
C0746,Esther,,user746@gmail.com,0803-123-4567,2023/04/03,Nigeria
C0747,Grace,,user747@gmail,07012345678,2023/05/01,NG
C0748,,Khan,user748@gmail,,18-03-2023,Nigeria
C0749,Ahmed,Williams,user749@gmail.com,,2023/09/22,NG
C0750,,Ola,user750@gmail.com,8123456789,25-01-2023,Nigeria
C0751,Ahmed,Smith,user751@gmail.com,07012345678,2023/09/01,Nigeria
C0752,,,user752@gmail.com,07012345678,2023/07/04,NG
C0753,Esther,Smith,user753@gmail.com,07012345678,2023/12/14,Nigeria
C0754,Ahmed,,user754@gmail.com,07012345678,2023/12/11,NG
C0755,,Smith,user755@gmail.com,07012345678,2023/08/26,Nigeria
C0756,Ahmed,,user756@gmail.com,07012345678,2023/08/04,NG
C0757,Mary,Smith,user757@gmail,08123456789,10-06-2023,NG
C0758,David,Ali,user758@gmail.com,07012345678,16-08-2023,NG
C0759,,Khan,user759@gmail,08031234567,2023/03/06,Nigeria
C0760,David,,user760@gmail.com,08031234567,2023-04-18,NG
C0761,Mary,Smith,user761@gmail,0803-123-4567,2023-10-08,Nigeria
C0762,,Ali,user762@gmail.com,08031234567,23-02-2023,Nigeria
C0763,Mary,,user763@gmail.com,0803-123-4567,2023-06-08,Nigeria
C0764,David,Williams,user764@gmail.com,08123456789,2023-09-27,Nigeria
C0765,John,,user765@gmail.com,07012345678,01-09-2023,NG
C0766,,Khan,user766@gmail.com,,2023-10-04,NG
C0767,,Ali,user767@gmail.com,8123456789,08-06-2023,NG
C0768,Grace,,user768@gmail,07012345678,07-07-2023,NG
C0769,Ahmed,Ola,user769@gmail,8123456789,11-03-2023,NG
C0770,,Ali,user770@gmail,0803-123-4567,02-09-2023,Nigeria
C0771,,,user771@gmail.com,08123456789,2023/01/04,NG
C0772,Grace,Williams,user772@gmail.com,0803-123-4567,2023-07-22,Nigeria
C0773,,,user773@gmail.com,07012345678,10-02-2023,Nigeria
C0774,David,Ola,user774@gmail.com,8123456789,18-05-2023,Nigeria
C0775,Mary,Khan,user775@gmail,08031234567,23-11-2023,NG
C0776,David,,user776@gmail.com,08123456789,2023-06-14,Nigeria
C0777,John,Ali,user777@gmail,08031234567,25-05-2023,Nigeria
C0778,,,user778@gmail,08031234567,2023-03-19,NG
C0779,Grace,Ola,user779@gmail.com,0803-123-4567,10-07-2023,Nigeria
C0780,Esther,Smith,user780@gmail.com,08123456789,29-01-2023,NG
C0781,Mary,Ali,user781@gmail.com,08123456789,09-05-2023,Nigeria
C0782,Mary,,user782@gmail.com,0803-123-4567,2023-08-15,Nigeria
C0783,Grace,Williams,user783@gmail.com,08031234567,2023/09/24,Nigeria
C0784,,Williams,user784@gmail.com,07012345678,2023-06-15,Nigeria
C0785,Mary,Ola,user785@gmail.com,07012345678,12-04-2023,Nigeria
C0786,Grace,Smith,user786@gmail.com,0803-123-4567,2023-06-16,Nigeria
C0787,David,Ali,user787@gmail,08123456789,2023-01-05,NG
C0788,Ahmed,Ola,user788@gmail.com,08123456789,22-03-2023,Nigeria
C0789,Esther,,user789@gmail.com,08031234567,2023/07/02,Nigeria
C0790,Mary,Khan,user790@gmail.com,07012345678,2023/10/13,NG
C0791,,,user791@gmail,,13-07-2023,Nigeria
C0792,David,Smith,user792@gmail.com,0803-123-4567,14-10-2023,NG
C0793,Grace,Ali,user793@gmail,07012345678,2023/06/15,NG
C0794,David,,user794@gmail.com,8123456789,2023-03-24,Nigeria
C0795,,Ola,user795@gmail.com,8123456789,07-07-2023,Nigeria
C0796,,,user796@gmail,08031234567,14-11-2023,Nigeria
C0797,Esther,,user797@gmail,8123456789,2023-07-18,NG
